stem,question_num,answer_num,participant_num,image_path,question_he,question_en,full_prompt,vlm_raw_answer_en,used_fallback,fallback_prompt,vlm_answer_en,vlm_answer_he,subject_answer_he,similarity,similarity_percent,comparison_method,subject_answer_en,similarity_labse_he,similarity_labse_he_percent,similarity_en,similarity_en_percent,bertscore_precision,bertscore_recall,bertscore_f1,vlm_model,embed_model,he_en_model,en_he_model,device,timestamp
7_1_35,7,1,35,dataset/images/7_1.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט ""    הדרך שבה אני מבין את המציאות משפיעה על מה שאני רואה   ""","Explain why you chose this image as reflecting the sentence ""The way I understand reality affects what I see""","You are a systems thinking expert analyzing an image.
Concept: ""The way I understand reality affects what I see""
Complete this sentence by filling in what you observe and why it connects to the concept:
""This image shows [what you see], which illustrates \""The way I understand reality affects what I see\"" because [explain the visual link].""
Answer: This image shows",This image shows a man looking at himself in a mirror,False,,This image shows a man looking at himself in a mirror,התמונה הזו מראה אדם שמסתכל על עצמו במראה.,איך שאני תופס את עצמי במציאות זה מי שאני,0.357397198677063,35.74,multilingual semantic embedding cosine similarity,How I perceive myself in reality is who I am.,0.32519403100013733,32.52,0.266618937253952,26.66,0.8751,0.8809,0.878,Salesforce/blip2-flan-t5-xl,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T10:40:25
7_1_41,7,1,41,dataset/images/7_1.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט ""    הדרך שבה אני מבין את המציאות משפיעה על מה שאני רואה   ""","Explain why you chose this image as reflecting the sentence ""The way I understand reality affects what I see""","You are a systems thinking expert analyzing an image.
Concept: ""The way I understand reality affects what I see""
Complete this sentence by filling in what you observe and why it connects to the concept:
""This image shows [what you see], which illustrates \""The way I understand reality affects what I see\"" because [explain the visual link].""
Answer: This image shows",This image shows a man looking at himself in a mirror,False,,This image shows a man looking at himself in a mirror,התמונה הזו מראה אדם שמסתכל על עצמו במראה.,"מראה היא שיקוף, הוא רואה עצמו מדען למרות שבפועל הוא לא לובש חלוק, הכול בראשו של המתבונן.",0.6478844881057739,64.79,multilingual semantic embedding cosine similarity,"Mirror is mirrored, he sees himself as a scientist even though in practice he is not wearing a robe, all in the mind of the beholder.",0.3688129186630249,36.88,0.5972250699996948,59.72,0.8812,0.8479,0.8642,Salesforce/blip2-flan-t5-xl,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T10:40:29
7_1_44,7,1,44,dataset/images/7_1.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט ""    הדרך שבה אני מבין את המציאות משפיעה על מה שאני רואה   ""","Explain why you chose this image as reflecting the sentence ""The way I understand reality affects what I see""","You are a systems thinking expert analyzing an image.
Concept: ""The way I understand reality affects what I see""
Complete this sentence by filling in what you observe and why it connects to the concept:
""This image shows [what you see], which illustrates \""The way I understand reality affects what I see\"" because [explain the visual link].""
Answer: This image shows",This image shows a man looking at himself in a mirror,False,,This image shows a man looking at himself in a mirror,התמונה הזו מראה אדם שמסתכל על עצמו במראה.,לדוגמה בתמונה הנל האדם רואה את עצמו בעתיד רופא ובזכות כך הוא הוא גורם למציאות הזאת לקרות.,0.4884597361087799,48.85,multilingual semantic embedding cosine similarity,For example in the above picture the person sees himself as a doctor in the future and thanks to this he makes this reality happen.,0.4253990650177002,42.54,0.37529322504997253,37.53,0.885,0.866,0.8754,Salesforce/blip2-flan-t5-xl,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T10:40:34
7_1_46,7,1,46,dataset/images/7_1.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט ""    הדרך שבה אני מבין את המציאות משפיעה על מה שאני רואה   ""","Explain why you chose this image as reflecting the sentence ""The way I understand reality affects what I see""","You are a systems thinking expert analyzing an image.
Concept: ""The way I understand reality affects what I see""
Complete this sentence by filling in what you observe and why it connects to the concept:
""This image shows [what you see], which illustrates \""The way I understand reality affects what I see\"" because [explain the visual link].""
Answer: This image shows",This image shows a man looking at himself in a mirror,False,,This image shows a man looking at himself in a mirror,התמונה הזו מראה אדם שמסתכל על עצמו במראה.,"נראה אדם שרואה את עצמו כמדען במראה, למרות שלבוש אחרת, כלומר האמונה שלו בעצמו או הידע שלו גורמים לו להיראות כך תמיד בעיניו.",0.7176742553710938,71.77,multilingual semantic embedding cosine similarity,"A man seems to see himself as a scientist in a mirror, although a different dress, i.e. his belief in himself or his knowledge always makes him look that way in his eyes.",0.4436461627483368,44.36,0.6527968645095825,65.28,0.8946,0.8533,0.8735,Salesforce/blip2-flan-t5-xl,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T10:40:39
7_1_50,7,1,50,dataset/images/7_1.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט ""    הדרך שבה אני מבין את המציאות משפיעה על מה שאני רואה   ""","Explain why you chose this image as reflecting the sentence ""The way I understand reality affects what I see""","You are a systems thinking expert analyzing an image.
Concept: ""The way I understand reality affects what I see""
Complete this sentence by filling in what you observe and why it connects to the concept:
""This image shows [what you see], which illustrates \""The way I understand reality affects what I see\"" because [explain the visual link].""
Answer: This image shows",This image shows a man looking at himself in a mirror,False,,This image shows a man looking at himself in a mirror,התמונה הזו מראה אדם שמסתכל על עצמו במראה.,זאת הכי מתאימה כי מה אני רואה בעצמי משפיע עליי,0.3699963688850403,37.0,multilingual semantic embedding cosine similarity,It's best because what I see in myself affects me.,0.41994136571884155,41.99,0.3139038681983948,31.39,0.8718,0.8769,0.8743,Salesforce/blip2-flan-t5-xl,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T10:40:44
7_1_52,7,1,52,dataset/images/7_1.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט ""    הדרך שבה אני מבין את המציאות משפיעה על מה שאני רואה   ""","Explain why you chose this image as reflecting the sentence ""The way I understand reality affects what I see""","You are a systems thinking expert analyzing an image.
Concept: ""The way I understand reality affects what I see""
Complete this sentence by filling in what you observe and why it connects to the concept:
""This image shows [what you see], which illustrates \""The way I understand reality affects what I see\"" because [explain the visual link].""
Answer: This image shows",This image shows a man looking at himself in a mirror,False,,This image shows a man looking at himself in a mirror,התמונה הזו מראה אדם שמסתכל על עצמו במראה.,בנאדם מול המראה מסתכל ואולי רואה את החלום שלו ומאמין בעצמו ולכן כאילו רואה חלוק רופאין למרות שבמציאות  הוא ממש לא לבוש ככה,0.7757279276847839,77.57,multilingual semantic embedding cosine similarity,A man in front of a mirror looks and maybe sees his dream and believes in himself and so it's as if he sees a robe of medicine even though in reality he's really not dressed like that.,0.4033960700035095,40.34,0.7499642372131348,75.0,0.9014,0.8469,0.8733,Salesforce/blip2-flan-t5-xl,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T10:40:49
7_1_53,7,1,53,dataset/images/7_1.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט ""    הדרך שבה אני מבין את המציאות משפיעה על מה שאני רואה   ""","Explain why you chose this image as reflecting the sentence ""The way I understand reality affects what I see""","You are a systems thinking expert analyzing an image.
Concept: ""The way I understand reality affects what I see""
Complete this sentence by filling in what you observe and why it connects to the concept:
""This image shows [what you see], which illustrates \""The way I understand reality affects what I see\"" because [explain the visual link].""
Answer: This image shows",This image shows a man looking at himself in a mirror,False,,This image shows a man looking at himself in a mirror,התמונה הזו מראה אדם שמסתכל על עצמו במראה.,"כשאני מבין את המציאות בצורה מסוימת אני רואה את הדברים בהתאם. אם אני מבין כימיה או חומרים(על פי התמונה 1) אז אני בעצם רואה את הדברים בצורה אחרת, עם המשמעות שלהם ודברים עמוקים יותר שאחרים לא רואים.",0.23835577070713043,23.84,multilingual semantic embedding cosine similarity,"When I understand reality in a certain way I see things accordingly. If I understand chemistry or materials (by image 1) then I actually see things in a different way, with their meaning and deeper things that others don't.",0.3969740867614746,39.7,0.17220884561538696,17.22,0.8626,0.8399,0.8511,Salesforce/blip2-flan-t5-xl,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T10:40:54
7_1_57,7,1,57,dataset/images/7_1.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט ""    הדרך שבה אני מבין את המציאות משפיעה על מה שאני רואה   ""","Explain why you chose this image as reflecting the sentence ""The way I understand reality affects what I see""","You are a systems thinking expert analyzing an image.
Concept: ""The way I understand reality affects what I see""
Complete this sentence by filling in what you observe and why it connects to the concept:
""This image shows [what you see], which illustrates \""The way I understand reality affects what I see\"" because [explain the visual link].""
Answer: This image shows",This image shows a man looking at himself in a mirror,False,,This image shows a man looking at himself in a mirror,התמונה הזו מראה אדם שמסתכל על עצמו במראה.,רואה את עצמו במקום שהוא חולם,0.5783520340919495,57.84,multilingual semantic embedding cosine similarity,He sees himself where he dreams.,0.40430784225463867,40.43,0.3953283131122589,39.53,0.8728,0.8859,0.8793,Salesforce/blip2-flan-t5-xl,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T10:41:00
7_1_59,7,1,59,dataset/images/7_1.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט ""    הדרך שבה אני מבין את המציאות משפיעה על מה שאני רואה   ""","Explain why you chose this image as reflecting the sentence ""The way I understand reality affects what I see""","You are a systems thinking expert analyzing an image.
Concept: ""The way I understand reality affects what I see""
Complete this sentence by filling in what you observe and why it connects to the concept:
""This image shows [what you see], which illustrates \""The way I understand reality affects what I see\"" because [explain the visual link].""
Answer: This image shows",This image shows a man looking at himself in a mirror,False,,This image shows a man looking at himself in a mirror,התמונה הזו מראה אדם שמסתכל על עצמו במראה.,בחרתי בתמונה של האדם שמביט בבואתו במראה משום שמה שהאדם רואה במראה זה לא מה שאנחנו רואים מהצד. הדרך שבה הוא רואה את עצמו זה מה שמשנה.,0.6150439977645874,61.5,multilingual semantic embedding cosine similarity,I chose the picture of the person looking at his image in the mirror because what the person sees in the mirror is not what we see on the side. The way he sees himself is what matters.,0.5381336212158203,53.81,0.6410671472549438,64.11,0.9183,0.8665,0.8916,Salesforce/blip2-flan-t5-xl,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T10:41:04
7_1_60,7,1,60,dataset/images/7_1.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט ""    הדרך שבה אני מבין את המציאות משפיעה על מה שאני רואה   ""","Explain why you chose this image as reflecting the sentence ""The way I understand reality affects what I see""","You are a systems thinking expert analyzing an image.
Concept: ""The way I understand reality affects what I see""
Complete this sentence by filling in what you observe and why it connects to the concept:
""This image shows [what you see], which illustrates \""The way I understand reality affects what I see\"" because [explain the visual link].""
Answer: This image shows",This image shows a man looking at himself in a mirror,False,,This image shows a man looking at himself in a mirror,התמונה הזו מראה אדם שמסתכל על עצמו במראה.,בתמונה נראה אדם שהמראה לא מציגה את מה שהוא לובש,0.7103938460350037,71.04,multilingual semantic embedding cosine similarity,"In the picture, a man looks like the mirror doesn't show what he's wearing.",0.6579749584197998,65.8,0.8597332239151001,85.97,0.9247,0.8948,0.9095,Salesforce/blip2-flan-t5-xl,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T10:41:10
7_1_61,7,1,61,dataset/images/7_1.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט ""    הדרך שבה אני מבין את המציאות משפיעה על מה שאני רואה   ""","Explain why you chose this image as reflecting the sentence ""The way I understand reality affects what I see""","You are a systems thinking expert analyzing an image.
Concept: ""The way I understand reality affects what I see""
Complete this sentence by filling in what you observe and why it connects to the concept:
""This image shows [what you see], which illustrates \""The way I understand reality affects what I see\"" because [explain the visual link].""
Answer: This image shows",This image shows a man looking at himself in a mirror,False,,This image shows a man looking at himself in a mirror,התמונה הזו מראה אדם שמסתכל על עצמו במראה.,יושב על אותו משפט: ״מחשבה מייצרת מציאות״,0.2838345170021057,28.38,multilingual semantic embedding cosine similarity,"Sitting on the same sentence: ""Thought produces reality""",0.29373300075531006,29.37,0.15366286039352417,15.37,0.8557,0.8487,0.8522,Salesforce/blip2-flan-t5-xl,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T10:41:16
7_1_62,7,1,62,dataset/images/7_1.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט ""    הדרך שבה אני מבין את המציאות משפיעה על מה שאני רואה   ""","Explain why you chose this image as reflecting the sentence ""The way I understand reality affects what I see""","You are a systems thinking expert analyzing an image.
Concept: ""The way I understand reality affects what I see""
Complete this sentence by filling in what you observe and why it connects to the concept:
""This image shows [what you see], which illustrates \""The way I understand reality affects what I see\"" because [explain the visual link].""
Answer: This image shows",This image shows a man looking at himself in a mirror,False,,This image shows a man looking at himself in a mirror,התמונה הזו מראה אדם שמסתכל על עצמו במראה.,לא בוחר בשום תמונה כאן.,0.3726058006286621,37.26,multilingual semantic embedding cosine similarity,Don't choose any picture here.,0.3750280439853668,37.5,0.1856720894575119,18.57,0.8538,0.8609,0.8573,Salesforce/blip2-flan-t5-xl,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T10:41:21
7_1_8,7,1,8,dataset/images/7_1.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט ""    הדרך שבה אני מבין את המציאות משפיעה על מה שאני רואה   ""","Explain why you chose this image as reflecting the sentence ""The way I understand reality affects what I see""","You are a systems thinking expert analyzing an image.
Concept: ""The way I understand reality affects what I see""
Complete this sentence by filling in what you observe and why it connects to the concept:
""This image shows [what you see], which illustrates \""The way I understand reality affects what I see\"" because [explain the visual link].""
Answer: This image shows",This image shows a man looking at himself in a mirror,False,,This image shows a man looking at himself in a mirror,התמונה הזו מראה אדם שמסתכל על עצמו במראה.,ניתן לראות שמה שאני מבין זה מה שאני רואה,0.37668660283088684,37.67,multilingual semantic embedding cosine similarity,You can see that what I understand is what I see.,0.3996790945529938,39.97,0.17163625359535217,17.16,0.8568,0.8542,0.8555,Salesforce/blip2-flan-t5-xl,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T10:41:25
8_1_15,8,1,15,dataset/images/8_1.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט ""    כשאני מנסה להבין את מה שקורה לפעמים אני רואה את הדברים אחרת   ""","Explain why you chose this image as reflecting the sentence ""When I try to understand what is happening sometimes I see things differently""","You are a systems thinking expert analyzing an image.
Concept: ""When I try to understand what is happening sometimes I see things differently""
Complete this sentence by filling in what you observe and why it connects to the concept:
""This image shows [what you see], which illustrates \""When I try to understand what is happening sometimes I see things differently\"" because [explain the visual link].""
Answer: This image shows",This image shows two different paths in the same field with a misty sky,False,,This image shows two different paths in the same field with a misty sky,תמונה זו מראה שני נתיבים שונים באותו שדה עם שמיים מעורפלים,לפעמים אתה יכול לראות דרך ארוכה למרות שבפועל היא קצרה,0.5615887641906738,56.16,multilingual semantic embedding cosine similarity,Sometimes you can see a long way though in practice it is short,0.29934704303741455,29.93,0.3233035206794739,32.33,0.8427,0.8452,0.844,Salesforce/blip2-flan-t5-xl,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T10:41:30
8_1_23,8,1,23,dataset/images/8_1.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט ""    כשאני מנסה להבין את מה שקורה לפעמים אני רואה את הדברים אחרת   ""","Explain why you chose this image as reflecting the sentence ""When I try to understand what is happening sometimes I see things differently""","You are a systems thinking expert analyzing an image.
Concept: ""When I try to understand what is happening sometimes I see things differently""
Complete this sentence by filling in what you observe and why it connects to the concept:
""This image shows [what you see], which illustrates \""When I try to understand what is happening sometimes I see things differently\"" because [explain the visual link].""
Answer: This image shows",This image shows two different paths in the same field with a misty sky,False,,This image shows two different paths in the same field with a misty sky,תמונה זו מראה שני נתיבים שונים באותו שדה עם שמיים מעורפלים,לפעמים הדרך נראת לא ברורה אבל אם נשנה את נקודת המבט שלנו דברים יראו אחרת כמו השביל בתמונה,0.504826545715332,50.48,multilingual semantic embedding cosine similarity,Sometimes the path seems unclear but if we change our perspective things will look different like the path in the picture,0.38779792189598083,38.78,0.5027925372123718,50.28,0.864,0.8637,0.8639,Salesforce/blip2-flan-t5-xl,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T10:41:35
8_1_27,8,1,27,dataset/images/8_1.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט ""    כשאני מנסה להבין את מה שקורה לפעמים אני רואה את הדברים אחרת   ""","Explain why you chose this image as reflecting the sentence ""When I try to understand what is happening sometimes I see things differently""","You are a systems thinking expert analyzing an image.
Concept: ""When I try to understand what is happening sometimes I see things differently""
Complete this sentence by filling in what you observe and why it connects to the concept:
""This image shows [what you see], which illustrates \""When I try to understand what is happening sometimes I see things differently\"" because [explain the visual link].""
Answer: This image shows",This image shows two different paths in the same field with a misty sky,False,,This image shows two different paths in the same field with a misty sky,תמונה זו מראה שני נתיבים שונים באותו שדה עם שמיים מעורפלים,מצד אחד אני רואה יער יפה ומצד שני ערפל מפחיד,0.6834174394607544,68.34,multilingual semantic embedding cosine similarity,On the one hand I see a beautiful forest and on the other a frightening mist,0.40485358238220215,40.49,0.7131481766700745,71.31,0.8634,0.8651,0.8642,Salesforce/blip2-flan-t5-xl,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T10:41:41
8_1_44,8,1,44,dataset/images/8_1.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט ""    כשאני מנסה להבין את מה שקורה לפעמים אני רואה את הדברים אחרת   ""","Explain why you chose this image as reflecting the sentence ""When I try to understand what is happening sometimes I see things differently""","You are a systems thinking expert analyzing an image.
Concept: ""When I try to understand what is happening sometimes I see things differently""
Complete this sentence by filling in what you observe and why it connects to the concept:
""This image shows [what you see], which illustrates \""When I try to understand what is happening sometimes I see things differently\"" because [explain the visual link].""
Answer: This image shows",This image shows two different paths in the same field with a misty sky,False,,This image shows two different paths in the same field with a misty sky,תמונה זו מראה שני נתיבים שונים באותו שדה עם שמיים מעורפלים,לפעמים החשיבת יתר שלנו על דברים גורמת לנו לראות דברים לא בצורה הראשונה שראינו אותם.,0.36085647344589233,36.09,multilingual semantic embedding cosine similarity,Sometimes our overthinking about things makes us see things not in the first way we saw them.,0.23099350929260254,23.1,0.1515384018421173,15.15,0.8429,0.8608,0.8518,Salesforce/blip2-flan-t5-xl,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T10:41:47
8_2_19,8,2,19,dataset/images/8_2.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט ""    כשאני מנסה להבין את מה שקורה לפעמים אני רואה את הדברים אחרת   ""","Explain why you chose this image as reflecting the sentence ""When I try to understand what is happening sometimes I see things differently""","You are a systems thinking expert analyzing an image.
Concept: ""When I try to understand what is happening sometimes I see things differently""
Complete this sentence by filling in what you observe and why it connects to the concept:
""This image shows [what you see], which illustrates \""When I try to understand what is happening sometimes I see things differently\"" because [explain the visual link].""
Answer: This image shows",This image shows a spider web and a tree,False,,This image shows a spider web and a tree,תמונה זו מראה קורי עכביש ועץ,"לפעמיים מה שרואים מכאן לא רואים משם ולכן, צריך תמיד להסתכל על תמונה רחבה.",0.2336796224117279,23.37,multilingual semantic embedding cosine similarity,"Sometimes what you see from here is not visible from there and therefore, you should always look at a wide picture.",0.19129440188407898,19.13,0.29361483454704285,29.36,0.8663,0.8499,0.858,Salesforce/blip2-flan-t5-xl,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T10:41:53
8_2_41,8,2,41,dataset/images/8_2.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט ""    כשאני מנסה להבין את מה שקורה לפעמים אני רואה את הדברים אחרת   ""","Explain why you chose this image as reflecting the sentence ""When I try to understand what is happening sometimes I see things differently""","You are a systems thinking expert analyzing an image.
Concept: ""When I try to understand what is happening sometimes I see things differently""
Complete this sentence by filling in what you observe and why it connects to the concept:
""This image shows [what you see], which illustrates \""When I try to understand what is happening sometimes I see things differently\"" because [explain the visual link].""
Answer: This image shows",This image shows a spider web and a tree,False,,This image shows a spider web and a tree,תמונה זו מראה קורי עכביש ועץ,רואים את התמונה הגדולה והקשרים של הדברים,0.4468279480934143,44.68,multilingual semantic embedding cosine similarity,You see the big picture and the connections of things.,0.4768785536289215,47.69,0.2133738398551941,21.34,0.8673,0.8888,0.8779,Salesforce/blip2-flan-t5-xl,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T10:41:58
8_2_46,8,2,46,dataset/images/8_2.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט ""    כשאני מנסה להבין את מה שקורה לפעמים אני רואה את הדברים אחרת   ""","Explain why you chose this image as reflecting the sentence ""When I try to understand what is happening sometimes I see things differently""","You are a systems thinking expert analyzing an image.
Concept: ""When I try to understand what is happening sometimes I see things differently""
Complete this sentence by filling in what you observe and why it connects to the concept:
""This image shows [what you see], which illustrates \""When I try to understand what is happening sometimes I see things differently\"" because [explain the visual link].""
Answer: This image shows",This image shows a spider web and a tree,False,,This image shows a spider web and a tree,תמונה זו מראה קורי עכביש ועץ,נראה כמו תמונה שאומרת שלפעמים אנו מקשים על המציאות יותר ממה שהיא ורואים אותה כך אחרת מתוך זה שאנו חושבים יתר על המידה. כמו בתמונה הופכים קור בודד לרשת קורים גדולה ומאיימת.,0.28029751777648926,28.03,multilingual semantic embedding cosine similarity,"It seems like an image that says that sometimes we make reality more difficult than it is and see it that way differently from overthinking it, like in the picture turning a single cold into a big, threatening web.",0.4050089418888092,40.5,0.2606101930141449,26.06,0.8855,0.831,0.8574,Salesforce/blip2-flan-t5-xl,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T10:42:03
9_1_23,9,1,23,dataset/images/9_1.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט ""  האדם משפיע על העולם סביבו   ""","Explain why you chose this image as reflecting the sentence ""Man affects the world around him""","You are a systems thinking expert analyzing an image.
Concept: ""Man affects the world around him""
Complete this sentence by filling in what you observe and why it connects to the concept:
""This image shows [what you see], which illustrates \""Man affects the world around him\"" because [explain the visual link].""
Answer: This image shows","This image shows the earth in a hand, which illustrates man affects the world around him because",False,,"This image shows the earth in a hand, which illustrates man affects the world around him because","תמונה זו מראה את כדור ־ הארץ ביד, המדגים שהאדם משפיע על העולם הסובב אותו מפני",כדור הארץ נמצא תחת האחריות של בני אדם בתמונה יד אנושית מחזיקה את כדור הארץ,0.6106449961662292,61.06,multilingual semantic embedding cosine similarity,The Earth is under the responsibility of humans in the image A human hand holds the Earth,0.6146829128265381,61.47,0.7805479168891907,78.05,0.89,0.9009,0.8954,Salesforce/blip2-flan-t5-xl,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T10:42:10
9_1_24,9,1,24,dataset/images/9_1.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט ""  האדם משפיע על העולם סביבו   ""","Explain why you chose this image as reflecting the sentence ""Man affects the world around him""","You are a systems thinking expert analyzing an image.
Concept: ""Man affects the world around him""
Complete this sentence by filling in what you observe and why it connects to the concept:
""This image shows [what you see], which illustrates \""Man affects the world around him\"" because [explain the visual link].""
Answer: This image shows","This image shows the earth in a hand, which illustrates man affects the world around him because",False,,"This image shows the earth in a hand, which illustrates man affects the world around him because","תמונה זו מראה את כדור ־ הארץ ביד, המדגים שהאדם משפיע על העולם הסובב אותו מפני",כדור הארץ בכף היד של האדם,0.7126563787460327,71.27,multilingual semantic embedding cosine similarity,The Earth in Man's Palm,0.547097384929657,54.71,0.7668087482452393,76.68,0.8709,0.9033,0.8868,Salesforce/blip2-flan-t5-xl,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T10:42:15
9_1_27,9,1,27,dataset/images/9_1.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט ""  האדם משפיע על העולם סביבו   ""","Explain why you chose this image as reflecting the sentence ""Man affects the world around him""","You are a systems thinking expert analyzing an image.
Concept: ""Man affects the world around him""
Complete this sentence by filling in what you observe and why it connects to the concept:
""This image shows [what you see], which illustrates \""Man affects the world around him\"" because [explain the visual link].""
Answer: This image shows","This image shows the earth in a hand, which illustrates man affects the world around him because",False,,"This image shows the earth in a hand, which illustrates man affects the world around him because","תמונה זו מראה את כדור ־ הארץ ביד, המדגים שהאדם משפיע על העולם הסובב אותו מפני",היד שמחזיקה את העולם שאנו הם שמשפיעים על הסביבה,0.7011423110961914,70.11,multilingual semantic embedding cosine similarity,The hand that holds the world that we are influencing the environment,0.549055814743042,54.91,0.696448564529419,69.64,0.8752,0.8758,0.8755,Salesforce/blip2-flan-t5-xl,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T10:42:20
