stem,question_num,answer_num,participant_num,image_key,gold_he,gold_en,vlm_answer_he,vlm_answer_en,vlm_vs_gold_mpnet_he,vlm_vs_gold_labse_he,vlm_vs_gold_mpnet_en,vlm_vs_gold_bs_f1,subject_answer_he,subject_answer_en,subj_vs_gold_mpnet_he,subj_vs_gold_labse_he,subj_vs_gold_mpnet_en,subj_vs_gold_bs_f1,vlm_vs_subj_mpnet_he
9_1_27,9,1,27,9_1,גם לאדם בודד יש השפעה רחבה על הסביבה שלו,A single person also has a large impact on their environment.,"תמונה זו מראה את כדור ־ הארץ ביד, המדגים שהאדם משפיע על העולם הסובב אותו מפני","This image shows the earth in a hand, which illustrates man affects the world around him because",0.5413,0.4767,0.4889,0.883,היד שמחזיקה את העולם שאנו הם שמשפיעים על הסביבה,The hand that holds the world that we are influencing the environment,0.5354,0.5182,0.5806,0.8827,0.7011
9_1_49,9,1,49,9_1,גם לאדם בודד יש השפעה רחבה על הסביבה שלו,A single person also has a large impact on their environment.,"תמונה זו מראה את כדור ־ הארץ ביד, המדגים שהאדם משפיע על העולם הסובב אותו מפני","This image shows the earth in a hand, which illustrates man affects the world around him because",0.5413,0.4767,0.4889,0.883,יד אנושית מסביב לכדור הארץ,A human hand around the Earth,0.4036,0.4926,0.3331,0.8848,0.7277
9_2_11,9,2,11,9_2,שיתוף פעולה בין הרבה אנשים גורם להשפעה על הסביבה,Collaboration among many people is causing an impact on the environment,התמונה הזו מראה אדם שנטוע עץ בפארק,This image shows a man planting a tree in the park,0.1897,0.3879,0.1701,0.8807,"עושה משהו לטובה הסביבה, מלמד את הבן שלו והם נהנים מזה","Doing something for the good of the environment, teaching his son and they enjoy it",0.4858,0.4322,0.5315,0.8824,0.3638
9_2_14,9,2,14,9_2,שיתוף פעולה בין הרבה אנשים גורם להשפעה על הסביבה,Collaboration among many people is causing an impact on the environment,התמונה הזו מראה אדם שנטוע עץ בפארק,This image shows a man planting a tree in the park,0.1897,0.3879,0.1701,0.8807,כפי שתתנהג לסביבה זה יחזור אלייך,"As you behave in the environment, it will come back to you.",0.4913,0.4091,0.3933,0.8793,0.2222
9_2_15,9,2,15,9_2,שיתוף פעולה בין הרבה אנשים גורם להשפעה על הסביבה,Collaboration among many people is causing an impact on the environment,התמונה הזו מראה אדם שנטוע עץ בפארק,This image shows a man planting a tree in the park,0.1897,0.3879,0.1701,0.8807,הוא עוזר לארץ להיות יפה,It helps the country to be beautiful.,0.3643,0.2719,0.3094,0.8939,0.2576
9_2_19,9,2,19,9_2,שיתוף פעולה בין הרבה אנשים גורם להשפעה על הסביבה,Collaboration among many people is causing an impact on the environment,התמונה הזו מראה אדם שנטוע עץ בפארק,This image shows a man planting a tree in the park,0.1897,0.3879,0.1701,0.8807,העולם יראה כמו שהוא נראה בעקבות האנשים שסביבו. נעשה טוב יהיה טוב ולהיפך.,"The world will look like it does following the people around it, done well will be good and vice versa.",0.4334,0.3998,0.3756,0.8442,0.1615
9_2_21,9,2,21,9_2,שיתוף פעולה בין הרבה אנשים גורם להשפעה על הסביבה,Collaboration among many people is causing an impact on the environment,התמונה הזו מראה אדם שנטוע עץ בפארק,This image shows a man planting a tree in the park,0.1897,0.3879,0.1701,0.8807,שתלית עץ להרבה שנים קדימה,Planting a tree for many years ahead,0.3691,0.3797,0.2619,0.8862,0.3038
9_2_22,9,2,22,9_2,שיתוף פעולה בין הרבה אנשים גורם להשפעה על הסביבה,Collaboration among many people is causing an impact on the environment,התמונה הזו מראה אדם שנטוע עץ בפארק,This image shows a man planting a tree in the park,0.1897,0.3879,0.1701,0.8807,כי איך שאתה תתנהג ותראה לעולם חינוך טוב וערכים ככה הסביבה תהיה טובה יותר,Because the way you behave and show the world good education and values that the environment will be better.,0.4821,0.4325,0.5118,0.8684,0.1271
9_2_26,9,2,26,9_2,שיתוף פעולה בין הרבה אנשים גורם להשפעה על הסביבה,Collaboration among many people is causing an impact on the environment,התמונה הזו מראה אדם שנטוע עץ בפארק,This image shows a man planting a tree in the park,0.1897,0.3879,0.1701,0.8807,גינון הוא דרך להשפיע על העולם והסביבה,Gardening is a way of influencing the world and the environment.,0.627,0.5475,0.5806,0.9055,0.1589
9_2_29,9,2,29,9_2,שיתוף פעולה בין הרבה אנשים גורם להשפעה על הסביבה,Collaboration among many people is causing an impact on the environment,התמונה הזו מראה אדם שנטוע עץ בפארק,This image shows a man planting a tree in the park,0.1897,0.3879,0.1701,0.8807,הי ממש מזבירה המשפט אכי הרבה,"Hey, it's really pouring. The trial's gonna take a lot.",0.2996,0.1498,0.2079,0.8585,0.2677
9_2_35,9,2,35,9_2,שיתוף פעולה בין הרבה אנשים גורם להשפעה על הסביבה,Collaboration among many people is causing an impact on the environment,התמונה הזו מראה אדם שנטוע עץ בפארק,This image shows a man planting a tree in the park,0.1897,0.3879,0.1701,0.8807,תורמים לסביבה ירוקה,Contributing to a Green Environment,0.6866,0.4769,0.6864,0.9028,0.2348
9_2_36,9,2,36,9_2,שיתוף פעולה בין הרבה אנשים גורם להשפעה על הסביבה,Collaboration among many people is causing an impact on the environment,התמונה הזו מראה אדם שנטוע עץ בפארק,This image shows a man planting a tree in the park,0.1897,0.3879,0.1701,0.8807,להשתיל פרחים יונתן לי תחושה שאני מחובר לאדמה,To plant flowers Jonathan Lee feels that I am connected to the earth,0.2967,0.3236,0.3184,0.8758,0.3827
9_2_41,9,2,41,9_2,שיתוף פעולה בין הרבה אנשים גורם להשפעה על הסביבה,Collaboration among many people is causing an impact on the environment,התמונה הזו מראה אדם שנטוע עץ בפארק,This image shows a man planting a tree in the park,0.1897,0.3879,0.1701,0.8807,"האדם עוסק בעשיה, שותל עץ שישפיע על העולם","Man engages in doing, planting a tree that will affect the world",0.5091,0.4897,0.4007,0.88,0.2739
9_2_44,9,2,44,9_2,שיתוף פעולה בין הרבה אנשים גורם להשפעה על הסביבה,Collaboration among many people is causing an impact on the environment,התמונה הזו מראה אדם שנטוע עץ בפארק,This image shows a man planting a tree in the park,0.1897,0.3879,0.1701,0.8807,ברגע שאדם עושה צעד גם אם זה חיובי וגם אם זה שלילי אז זה משפיע על הסביבה שלו כי בסוף הם יעשו דבר דומה אליו.,Once a person makes a move even if it is positive and even if it is negative then it affects their environment because in the end they will do something similar to it.,0.571,0.5339,0.497,0.8615,0.2364
9_2_53,9,2,53,9_2,שיתוף פעולה בין הרבה אנשים גורם להשפעה על הסביבה,Collaboration among many people is causing an impact on the environment,התמונה הזו מראה אדם שנטוע עץ בפארק,This image shows a man planting a tree in the park,0.1897,0.3879,0.1701,0.8807,האדם משפיע על ידי שתילת עץ שישפר את הפוטוסינטזה של העולם ובכך ישפיע על סביבתו,Man influences by planting a tree that will improve the photosynthesis of the world and thus affect his environment.,0.6403,0.6021,0.4299,0.8704,0.2595
9_2_57,9,2,57,9_2,שיתוף פעולה בין הרבה אנשים גורם להשפעה על הסביבה,Collaboration among many people is causing an impact on the environment,התמונה הזו מראה אדם שנטוע עץ בפארק,This image shows a man planting a tree in the park,0.1897,0.3879,0.1701,0.8807,כי הבת מסתכלת ותעשה כמוהו,For the daughter looks and will do as he,0.2053,0.2788,0.087,0.8302,0.2503
9_2_58,9,2,58,9_2,שיתוף פעולה בין הרבה אנשים גורם להשפעה על הסביבה,Collaboration among many people is causing an impact on the environment,התמונה הזו מראה אדם שנטוע עץ בפארק,This image shows a man planting a tree in the park,0.1897,0.3879,0.1701,0.8807,התמונה מראה בצורה ברורה וישירה את ההשפעה של בני אדם כל העולם סביבו כמו בתמונה פעולה פשוטה כמו נטיעת עץ משנה ומשפרת את העולם סביבנו.,The image clearly and directly shows the impact of humans all over the world around it as in the image an action as simple as planting a changing tree and improving the world around us.,0.6065,0.4748,0.5597,0.862,0.3123
9_2_60,9,2,60,9_2,שיתוף פעולה בין הרבה אנשים גורם להשפעה על הסביבה,Collaboration among many people is causing an impact on the environment,התמונה הזו מראה אדם שנטוע עץ בפארק,This image shows a man planting a tree in the park,0.1897,0.3879,0.1701,0.8807,הנוטע עצים דואג לשנים,The tree planter takes care of years,0.3844,0.2541,0.1966,0.8524,0.2882
9_2_61,9,2,61,9_2,שיתוף פעולה בין הרבה אנשים גורם להשפעה על הסביבה,Collaboration among many people is causing an impact on the environment,התמונה הזו מראה אדם שנטוע עץ בפארק,This image shows a man planting a tree in the park,0.1897,0.3879,0.1701,0.8807,האיש שותל צמח שישפיע על המערכת האקולוגית בסביבה. בין אם הוא יתרבה בעתיד ובין על הבעלי חיים,"The man plants a plant that will affect the ecosystem in the environment, whether it reproduces in the future or the animals.",0.5128,0.4431,0.4002,0.8734,0.4586
9_2_62,9,2,62,9_2,שיתוף פעולה בין הרבה אנשים גורם להשפעה על הסביבה,Collaboration among many people is causing an impact on the environment,התמונה הזו מראה אדם שנטוע עץ בפארק,This image shows a man planting a tree in the park,0.1897,0.3879,0.1701,0.8807,בתמונה 2 האדם תורם לסביבה ובכך משפיע עליה.,"In Figure 2, the person contributes to the environment and thus influences it.",0.6955,0.5454,0.6121,0.892,0.3254
